# 40c15c8c-8025-412f-92dc-30704928043e
# da39a3ee5e6b4b0d3255bfef95601890afd80709
# s_m; x_m; y_m; psi_rad; kappa_radpm; vx_mps; ax_mps2
2272.5517720; 184.7720634; -25.8093439; -0.7623528; -0.0000653; 36.4241948; 4.2774650
2274.5504983; 186.1525222; -24.3639315; -0.7624798; -0.0000618; 36.6581632; 4.2005482
2276.5492246; 187.5331682; -22.9186825; -0.7626017; -0.0000601; 36.8864802; 4.1757699
2278.5479509; 188.9139839; -21.4736036; -0.7627204; -0.0000589; 37.1120582; 4.1507539
2280.5466771; 190.2949666; -20.0286906; -0.7628375; -0.0000582; 37.3349341; 4.0792255
2282.5454034; 191.6761243; -18.5839319; -0.7629538; -0.0000582; 37.5526806; 4.0559863
2284.5441297; 193.0574467; -17.1393373; -0.7630701; -0.0000583; 37.7679418; 4.0324731
2286.5428559; 194.4389349; -15.6949063; -0.7631870; -0.0000587; 37.9807458; 3.9656800
2288.5415822; 195.8205978; -14.2506320; -0.7633048; -0.0000593; 38.1888684; 3.9438004
2290.5403085; 197.2024292; -12.8065243; -0.7634241; -0.0000601; 38.3947239; 3.9216188
2292.5390348; 198.5844320; -11.3625843; -0.7635450; -0.0000609; 38.5983330; 3.8590159
2294.5377610; 199.9666147; -9.9188088; -0.7636678; -0.0000620; 38.7976487; 3.8383465
2296.5364873; 201.3489742; -8.4752067; -0.7637929; -0.0000632; 38.9948862; 3.8173530
2298.5352136; 202.7315150; -7.0317805; -0.7639205; -0.0000645; 39.1900604; 3.7584812
2300.5339398; 204.1142444; -5.5885299; -0.7640509; -0.0000660; 39.3812797; 3.7388967
2302.5326661; 205.4971627; -4.1454631; -0.7641842; -0.0000675; 39.5705857; 3.7189700
2304.5313924; 206.8802754; -2.7025833; -0.7643209; -0.0000692; 39.7579886; 3.6634390
2306.5301187; 208.2635887; -1.2598940; -0.7644610; -0.0000711; 39.9417335; 3.6448336
2308.5288449; 209.6471063; 0.1825982; -0.7646050; -0.0000730; 40.1237103; 3.6258700
2310.5275712; 211.0308349; 1.6248888; -0.7647530; -0.0000751; 40.3039250; 3.5733457
2312.5262975; 212.4147795; 3.0669711; -0.7649054; -0.0000773; 40.4807442; 1.7909787
2314.5250238; 213.7989471; 4.5088395; -0.7650622; -0.0000796; 40.5690769; 5.3021918
2316.5237500; 215.1833452; 5.9504891; -0.7652235; -0.0000818; 40.8294656; 3.4877337
